 Drosophila Celegans
0 "gi|671162298|ref|NP_001288144.1| unextended, isoform H [Drosophila melanogaster]" "gi|392925573|ref|NP_508521.2| Protein C33D12.2 [Caenorhabditis elegans]"
3087 "gi|665390183|ref|NP_001284994.1| CG10777, isoform C [Drosophila melanogaster]" "gi|392895999|ref|NP_001254981.1| Protein ZK512.2, isoform b [Caenorhabditis elegans]"
3088 "gi|665390134|ref|NP_001284983.1| CG9657, isoform B [Drosophila melanogaster]" "gi|392925501|ref|NP_508460.3| Protein F52H2.4 [Caenorhabditis elegans]"
3089 "gi|665390112|ref|NP_001284978.1| unc-119, isoform C [Drosophila melanogaster]" "gi|392896586|ref|NP_001255088.1| Protein UNC-119, isoform c [Caenorhabditis elegans]"
3090 "gi|665390112|ref|NP_001284978.1| unc-119, isoform C [Drosophila melanogaster]" "gi|392896588|ref|NP_001255089.1| Protein UNC-119, isoform a [Caenorhabditis elegans]"
3091 "gi|665390112|ref|NP_001284978.1| unc-119, isoform C [Drosophila melanogaster]" "gi|392896590|ref|NP_001255090.1| Protein UNC-119, isoform b [Caenorhabditis elegans]"
3092 "gi|665390093|ref|NP_001284975.1| CG4593, isoform B [Drosophila melanogaster]" "gi|392894624|ref|NP_001022586.2| Protein F43C1.7 [Caenorhabditis elegans]"
3093 "gi|665390057|ref|NP_001284967.1| no-on-and-no-off transient C, isoform B [Drosophila melanogaster]" "gi|392920010|ref|NP_001256128.1| Protein ATL-1, isoform c [Caenorhabditis elegans]"
3094 "gi|665390046|ref|NP_001284966.1| C3G ortholog, isoform L [Drosophila melanogaster]" "gi|392900368|ref|NP_001255465.1| Protein PXF-1, isoform d [Caenorhabditis elegans]"
3095 "gi|665390046|ref|NP_001284966.1| C3G ortholog, isoform L [Drosophila melanogaster]" "gi|392900370|ref|NP_001255466.1| Protein PXF-1, isoform e [Caenorhabditis elegans]"
3096 "gi|665390046|ref|NP_001284966.1| C3G ortholog, isoform L [Drosophila melanogaster]" "gi|392900375|ref|NP_001255468.1| Protein PXF-1, isoform f [Caenorhabditis elegans]"
3097 "gi|665390046|ref|NP_001284966.1| C3G ortholog, isoform L [Drosophila melanogaster]" "gi|392900377|ref|NP_001255469.1| Protein PXF-1, isoform g [Caenorhabditis elegans]"
3098 "gi|665390044|ref|NP_001284965.1| shifted, isoform D [Drosophila melanogaster]" "gi|392921596|ref|NP_001256538.1| Protein T01D3.1, isoform b [Caenorhabditis elegans]"
3099 "gi|665390042|ref|NP_001284964.1| shifted, isoform C [Drosophila melanogaster]" "gi|392921596|ref|NP_001256538.1| Protein T01D3.1, isoform b [Caenorhabditis elegans]"
3100 "gi|665390040|ref|NP_001284963.1| shifted, isoform B [Drosophila melanogaster]" "gi|392921596|ref|NP_001256538.1| Protein T01D3.1, isoform b [Caenorhabditis elegans]"
3101 "gi|665389969|ref|NP_001284948.1| CG34417, isoform Y [Drosophila melanogaster]" "gi|392921148|ref|NP_001256423.1| Protein ATN-1, isoform c [Caenorhabditis elegans]"
3102 "gi|665389969|ref|NP_001284948.1| CG34417, isoform Y [Drosophila melanogaster]" "gi|392921150|ref|NP_001256424.1| Protein ATN-1, isoform d [Caenorhabditis elegans]"
3103 "gi|665389969|ref|NP_001284948.1| CG34417, isoform Y [Drosophila melanogaster]" "gi|392919357|ref|NP_001256073.1| Protein UNC-70, isoform c [Caenorhabditis elegans]"
3104 "gi|665389969|ref|NP_001284948.1| CG34417, isoform Y [Drosophila melanogaster]" "gi|453232386|ref|NP_001024053.2| Protein UNC-70, isoform b [Caenorhabditis elegans]"
3105 "gi|665389918|ref|NP_001284938.1| topoisomerase 3beta, isoform B [Drosophila melanogaster]" "gi|392892249|ref|NP_001254381.1| Protein Y48C3A.14, isoform a [Caenorhabditis elegans]"
3106 "gi|665389918|ref|NP_001284938.1| topoisomerase 3beta, isoform B [Drosophila melanogaster]" "gi|392892251|ref|NP_001254382.1| Protein Y48C3A.14, isoform c [Caenorhabditis elegans]"
3107 "gi|665389918|ref|NP_001284938.1| topoisomerase 3beta, isoform B [Drosophila melanogaster]" "gi|392892253|ref|NP_001254383.1| Protein Y48C3A.14, isoform b [Caenorhabditis elegans]"
3108 "gi|665389896|ref|NP_001284933.1| CG14446, isoform E [Drosophila melanogaster]" "gi|392894319|ref|NP_497605.2| Protein Y71H2AM.10 [Caenorhabditis elegans]"
3109 "gi|665389894|ref|NP_001284932.1| CG14446, isoform D [Drosophila melanogaster]" "gi|392894319|ref|NP_497605.2| Protein Y71H2AM.10 [Caenorhabditis elegans]"
3110 "gi|665389873|ref|NP_001284926.1| neprilysin 1, isoform D [Drosophila melanogaster]" "gi|453232562|ref|NP_001263884.1| Protein NEP-21, isoform b [Caenorhabditis elegans]"
3111 "gi|665389873|ref|NP_001284926.1| neprilysin 1, isoform D [Drosophila melanogaster]" "gi|392892298|ref|NP_001254396.1| Protein NEP-17, isoform b [Caenorhabditis elegans]"
3112 "gi|665389873|ref|NP_001284926.1| neprilysin 1, isoform D [Drosophila melanogaster]" "gi|392892296|ref|NP_001254395.1| Protein NEP-17, isoform a [Caenorhabditis elegans]"
3113 "gi|665389871|ref|NP_001284925.1| neprilysin 1, isoform C [Drosophila melanogaster]" "gi|453232562|ref|NP_001263884.1| Protein NEP-21, isoform b [Caenorhabditis elegans]"
3114 "gi|665389871|ref|NP_001284925.1| neprilysin 1, isoform C [Drosophila melanogaster]" "gi|392892298|ref|NP_001254396.1| Protein NEP-17, isoform b [Caenorhabditis elegans]"
3115 "gi|665389871|ref|NP_001284925.1| neprilysin 1, isoform C [Drosophila melanogaster]" "gi|392892296|ref|NP_001254395.1| Protein NEP-17, isoform a [Caenorhabditis elegans]"
3116 "gi|665389770|ref|NP_001284899.1| CG4119, isoform B [Drosophila melanogaster]" "gi|392921161|ref|NP_506134.3| Protein W04D2.6, isoform b [Caenorhabditis elegans]"
3117 "gi|665389770|ref|NP_001284899.1| CG4119, isoform B [Drosophila melanogaster]" "gi|392921159|ref|NP_001256427.1| Protein W04D2.6, isoform c [Caenorhabditis elegans]"
3118 "gi|665389739|ref|NP_001284893.1| Sex peptide receptor, isoform B [Drosophila melanogaster]" "gi|392928093|ref|NP_510555.2| Protein SPRR-1 [Caenorhabditis elegans]"
3119 "gi|665389737|ref|NP_001284892.1| Sex peptide receptor, isoform C [Drosophila melanogaster]" "gi|392928093|ref|NP_510555.2| Protein SPRR-1 [Caenorhabditis elegans]"
3120 "gi|665389720|ref|NP_001284889.1| small conductance calcium-activated potassium channel, isoform U [Drosophila melanogaster]" "gi|392926047|ref|NP_508917.2| Protein KCNL-3 [Caenorhabditis elegans]"
3121 "gi|665389720|ref|NP_001284889.1| small conductance calcium-activated potassium channel, isoform U [Drosophila melanogaster]" "gi|392921884|ref|NP_001256594.1| Protein KCNL-4, isoform a [Caenorhabditis elegans]"
3122 "gi|665389720|ref|NP_001284889.1| small conductance calcium-activated potassium channel, isoform U [Drosophila melanogaster]" "gi|392921886|ref|NP_001256595.1| Protein KCNL-4, isoform b [Caenorhabditis elegans]"
3123 "gi|665389718|ref|NP_001284888.1| small conductance calcium-activated potassium channel, isoform T [Drosophila melanogaster]" "gi|392926047|ref|NP_508917.2| Protein KCNL-3 [Caenorhabditis elegans]"
3124 "gi|665389718|ref|NP_001284888.1| small conductance calcium-activated potassium channel, isoform T [Drosophila melanogaster]" "gi|392921884|ref|NP_001256594.1| Protein KCNL-4, isoform a [Caenorhabditis elegans]"
3125 "gi|665389718|ref|NP_001284888.1| small conductance calcium-activated potassium channel, isoform T [Drosophila melanogaster]" "gi|392921886|ref|NP_001256595.1| Protein KCNL-4, isoform b [Caenorhabditis elegans]"
3126 "gi|665389716|ref|NP_001284887.1| small conductance calcium-activated potassium channel, isoform S [Drosophila melanogaster]" "gi|392926047|ref|NP_508917.2| Protein KCNL-3 [Caenorhabditis elegans]"
3127 "gi|665389716|ref|NP_001284887.1| small conductance calcium-activated potassium channel, isoform S [Drosophila melanogaster]" "gi|392921884|ref|NP_001256594.1| Protein KCNL-4, isoform a [Caenorhabditis elegans]"
3128 "gi|665389716|ref|NP_001284887.1| small conductance calcium-activated potassium channel, isoform S [Drosophila melanogaster]" "gi|392921886|ref|NP_001256595.1| Protein KCNL-4, isoform b [Caenorhabditis elegans]"
3129 "gi|665389714|ref|NP_001284886.1| small conductance calcium-activated potassium channel, isoform R [Drosophila melanogaster]" "gi|392926047|ref|NP_508917.2| Protein KCNL-3 [Caenorhabditis elegans]"
3130 "gi|665389714|ref|NP_001284886.1| small conductance calcium-activated potassium channel, isoform R [Drosophila melanogaster]" "gi|392921884|ref|NP_001256594.1| Protein KCNL-4, isoform a [Caenorhabditis elegans]"
3131 "gi|665389714|ref|NP_001284886.1| small conductance calcium-activated potassium channel, isoform R [Drosophila melanogaster]" "gi|392921886|ref|NP_001256595.1| Protein KCNL-4, isoform b [Caenorhabditis elegans]"
3132 "gi|665389678|ref|NP_726978.2| rugose, isoform R [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3133 "gi|665389678|ref|NP_726978.2| rugose, isoform R [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3134 "gi|665389678|ref|NP_726978.2| rugose, isoform R [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3135 "gi|665389678|ref|NP_726978.2| rugose, isoform R [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3136 "gi|665389678|ref|NP_726978.2| rugose, isoform R [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3137 "gi|665389676|ref|NP_001284879.1| rugose, isoform Q [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3138 "gi|665389676|ref|NP_001284879.1| rugose, isoform Q [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3139 "gi|665389676|ref|NP_001284879.1| rugose, isoform Q [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3140 "gi|665389676|ref|NP_001284879.1| rugose, isoform Q [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3141 "gi|665389676|ref|NP_001284879.1| rugose, isoform Q [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3142 "gi|665389674|ref|NP_001284878.1| rugose, isoform P [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3143 "gi|665389674|ref|NP_001284878.1| rugose, isoform P [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3144 "gi|665389674|ref|NP_001284878.1| rugose, isoform P [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3145 "gi|665389674|ref|NP_001284878.1| rugose, isoform P [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3146 "gi|665389674|ref|NP_001284878.1| rugose, isoform P [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3147 "gi|665389672|ref|NP_001138157.2| rugose, isoform O [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3148 "gi|665389672|ref|NP_001138157.2| rugose, isoform O [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3149 "gi|665389672|ref|NP_001138157.2| rugose, isoform O [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3150 "gi|665389672|ref|NP_001138157.2| rugose, isoform O [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3151 "gi|665389672|ref|NP_001138157.2| rugose, isoform O [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3152 "gi|665389670|ref|NP_001138158.2| rugose, isoform N [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3153 "gi|665389670|ref|NP_001138158.2| rugose, isoform N [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3154 "gi|665389670|ref|NP_001138158.2| rugose, isoform N [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3155 "gi|665389670|ref|NP_001138158.2| rugose, isoform N [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3156 "gi|665389670|ref|NP_001138158.2| rugose, isoform N [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3157 "gi|665389668|ref|NP_001138159.2| rugose, isoform M [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3158 "gi|665389668|ref|NP_001138159.2| rugose, isoform M [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3159 "gi|665389668|ref|NP_001138159.2| rugose, isoform M [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3160 "gi|665389668|ref|NP_001138159.2| rugose, isoform M [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3161 "gi|665389668|ref|NP_001138159.2| rugose, isoform M [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3162 "gi|665389666|ref|NP_001036261.3| rugose, isoform L [Drosophila melanogaster]" "gi|392901259|ref|NP_001255656.1| Protein C26H9A.2, isoform a [Caenorhabditis elegans]"
3163 "gi|665389666|ref|NP_001036261.3| rugose, isoform L [Drosophila melanogaster]" "gi|392901265|ref|NP_001255659.1| Protein C26H9A.2, isoform d [Caenorhabditis elegans]"
3164 "gi|665389666|ref|NP_001036261.3| rugose, isoform L [Drosophila melanogaster]" "gi|392901263|ref|NP_001255658.1| Protein C26H9A.2, isoform c [Caenorhabditis elegans]"
3165 "gi|665389666|ref|NP_001036261.3| rugose, isoform L [Drosophila melanogaster]" "gi|392901261|ref|NP_001255657.1| Protein C26H9A.2, isoform b [Caenorhabditis elegans]"
3166 "gi|665389666|ref|NP_001036261.3| rugose, isoform L [Drosophila melanogaster]" "gi|392927524|ref|NP_510030.2| Protein T01H10.8 [Caenorhabditis elegans]"
3167 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392891085|ref|NP_001254193.1| Protein DEP-1, isoform b [Caenorhabditis elegans]"
3168 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392891083|ref|NP_001254192.1| Protein DEP-1, isoform a [Caenorhabditis elegans]"
3169 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392891633|ref|NP_001254270.1| Protein PTP-3, isoform e [Caenorhabditis elegans]"
3170 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453231834|ref|NP_001263670.1| Protein PTP-3, isoform f [Caenorhabditis elegans]"
3171 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453231836|ref|NP_001263671.1| Protein PTP-3, isoform j [Caenorhabditis elegans]"
3172 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453231838|ref|NP_001263672.1| Protein PTP-3, isoform i [Caenorhabditis elegans]"
3173 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453231842|ref|NP_001263674.1| Protein PTP-3, isoform h [Caenorhabditis elegans]"
3174 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453231840|ref|NP_001263673.1| Protein PTP-3, isoform g [Caenorhabditis elegans]"
3175 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|453232122|ref|NP_500807.2| Protein ZK616.8 [Caenorhabditis elegans]"
3176 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392900384|ref|NP_001255471.1| Protein PTP-4, isoform b [Caenorhabditis elegans]"
3177 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392900382|ref|NP_001255470.1| Protein PTP-4, isoform a [Caenorhabditis elegans]"
3178 "gi|665389652|ref|NP_001284875.1| protein tyrosine phosphatase 4E, isoform H [Drosophila melanogaster]" "gi|392900692|ref|NP_502058.3| Protein F36H1.3 [Caenorhabditis elegans]"
3179 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392891085|ref|NP_001254193.1| Protein DEP-1, isoform b [Caenorhabditis elegans]"
3180 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392891083|ref|NP_001254192.1| Protein DEP-1, isoform a [Caenorhabditis elegans]"
3181 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392891633|ref|NP_001254270.1| Protein PTP-3, isoform e [Caenorhabditis elegans]"
3182 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453231838|ref|NP_001263672.1| Protein PTP-3, isoform i [Caenorhabditis elegans]"
3183 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453231834|ref|NP_001263670.1| Protein PTP-3, isoform f [Caenorhabditis elegans]"
3184 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453231836|ref|NP_001263671.1| Protein PTP-3, isoform j [Caenorhabditis elegans]"
3185 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453231842|ref|NP_001263674.1| Protein PTP-3, isoform h [Caenorhabditis elegans]"
3186 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453231840|ref|NP_001263673.1| Protein PTP-3, isoform g [Caenorhabditis elegans]"
3187 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|453232122|ref|NP_500807.2| Protein ZK616.8 [Caenorhabditis elegans]"
3188 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392900384|ref|NP_001255471.1| Protein PTP-4, isoform b [Caenorhabditis elegans]"
3189 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392900382|ref|NP_001255470.1| Protein PTP-4, isoform a [Caenorhabditis elegans]"
3190 "gi|665389650|ref|NP_001162671.2| protein tyrosine phosphatase 4E, isoform G [Drosophila melanogaster]" "gi|392900692|ref|NP_502058.3| Protein F36H1.3 [Caenorhabditis elegans]"
3191 "gi|665389631|ref|NP_001284871.1| CG32772, isoform F [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
3192 "gi|665389629|ref|NP_001284870.1| CG32772, isoform E [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
3193 "gi|665389627|ref|NP_001096879.2| CG32772, isoform D [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
